CRN	Course	Title	Type	Cr Hrs	Capacity	Instructor	Days	Begin	End	Location	Exam
12000	CHEM-1035	General Chemistry	L	3	35	MA Berg	M W	4:00PM	5:15PM	DAV 281	CTE
				* Additional Times *			R	2:00PM	2:50PM	MCB 308	
12001	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 223	
12002	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 218	
12003	CHEM-1036	General Chemistry	L	3	31	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	4:00PM	4:50PM	GBJ 104	
12004	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 223	
12005	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	4:00PM	4:50PM	PAM 1002	
12006	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 224	
12007	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 226	
12008	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 230	
12009	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 231	
12010	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 232	
12011	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 224	
12012	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	4:00PM	4:50PM	PAM 1010	
12013	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	3:00PM	3:50PM	MCB 329	
12014	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 226	
12015	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 238	
12016	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	4:00PM	4:50PM	WHIT 277	
12017	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 230	
12018	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	3:00PM	3:50PM	PAM 1002	
12019	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	4:00PM	4:50PM	LIBR 100S	
12020	CHEM-1036	General Chemistry	L	3	0	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 302	
12021	CHEM-1036	General Chemistry	L	3	33	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 231	
12022	CHEM-1036	General Chemistry	L	3	32	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 232	
12023	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	11:15AM	12:05PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 304	
12024	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 328	
12025	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 238	
12026	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 316	
12027	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MAJWM 434	
12028	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 328	
12029	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 322	
12030	CHEM-1036	General Chemistry	L	3	28	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	MCB 204	
12031	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	3:00PM	3:50PM	PAM 1008	
12032	CHEM-1036	General Chemistry	L	3	0	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	5:00PM	5:50PM	HOLD 114	
12033	CHEM-1036	General Chemistry	L	3	34	KA Neidigh	M W	2:30PM	3:45PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 322	
12034	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	6:00PM	6:50PM	MCB 332	
12035	CHEM-1036	General Chemistry	L	3	25	KA Neidigh	M W F	1:25PM	2:15PM	DAV 281	CTE
				* Additional Times *			R	2:00PM	2:50PM	MCB 318	
12036	CHEM-1036	General Chemistry	L	3	34	PG Amateis	M W F	12:20PM	1:10PM	DAV 281	CTE
				* Additional Times *			R	4:00PM	4:50PM	PAM 3008	
12037	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	2:00PM	3:50PM	HAHN N 209	14R
12038	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	F	8:00AM	9:50AM	HAHN N 209	08F
12039	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	F	10:00AM	11:50AM	HAHN N 209	10F
12040	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	2:00PM	3:50PM	HAHN N 308	14W
12041	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	10:00AM	11:50AM	HAHN N 308	10W
12042	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	2:00PM	3:50PM	HAHN N 308	14R
12043	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	W	8:00AM	9:50AM	HAHN N 308	08W
12044	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	8:00AM	9:50AM	HAHN N 308	08R
12045	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	F	8:00AM	9:50AM	HAHN N 308	08F
12046	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	10:00AM	11:50AM	HAHN N 308	10R
12047	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	W	4:00PM	5:50PM	HAHN N 213	16W
12048	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	W	4:00PM	5:50PM	HAHN N 308	16W
12049	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	W	6:00PM	7:50PM	HAHN N 213	18W
12050	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	W	6:00PM	7:50PM	HAHN N 308	18W
12051	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	R	4:00PM	5:50PM	HAHN N 213	16R
12052	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	R	4:00PM	5:50PM	HAHN N 308	16R
12053	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	R	6:00PM	7:50PM	HAHN N 213	18R
12054	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	R	6:00PM	7:50PM	HAHN N 308	18R
12055	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	F	2:00PM	3:50PM	HAHN N 213	14F
12056	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	F	2:00PM	3:50PM	HAHN N 308	14F
12057	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	12:00PM	1:50PM	HAHN N 213	12R
12058	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	12:00PM	1:50PM	HAHN N 213	12W
12059	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	12:00PM	1:50PM	HAHN N 308	12R
12060	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	F	10:00AM	11:50AM	HAHN N 213	10F
12061	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	F	12:00PM	1:50PM	HAHN N 213	12F
12062	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	F	12:00PM	1:50PM	HAHN N 308	12F
12063	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	F	10:00AM	11:50AM	HAHN N 308	10F
12064	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	2:00PM	3:50PM	HAHN N 213	14R
12065	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	2:00PM	3:50PM	HAHN N 213	14W
12066	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	T	2:00PM	3:50PM	HAHN N 213	14T
12067	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	M	2:00PM	3:50PM	HAHN N 213	14M
12068	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	T	4:00PM	5:50PM	HAHN N 213	16T
12069	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	T	4:00PM	5:50PM	HAHN N 308	16T
12070	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	T	6:00PM	7:50PM	HAHN N 213	18T
12071	CHEM-1045	General Chemistry Lab	B	1	0	VK Long	T	6:00PM	7:50PM	HAHN N 308	18T
12072	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	T	12:00PM	1:50PM	HAHN N 213	12T
12073	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	10:00AM	11:50AM	HAHN N 213	10W
12074	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	10:00AM	11:50AM	HAHN N 213	10R
12075	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	M	12:00PM	1:50PM	HAHN N 213	12M
12076	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	T	10:00AM	11:50AM	HAHN N 213	10T
12077	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	M	10:00AM	11:50AM	HAHN N 213	10M
12078	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	F	8:00AM	9:50AM	HAHN N 213	08F
12079	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	8:00AM	9:50AM	HAHN N 213	08R
12080	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	8:00AM	9:50AM	HAHN N 213	08W
12081	CHEM-1045	General Chemistry Lab	B	1	23	VK Long	T	8:00AM	9:50AM	HAHN N 213	08T
12082	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	M	8:00AM	9:50AM	HAHN N 213	08M
12083	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	12:00PM	1:50PM	HAHN N 308	12W
12084	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	10:00AM	11:50AM	HAHN N 209	10W
12085	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	12:00PM	1:50PM	HAHN N 209	12W
12086	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	W	2:00PM	3:50PM	HAHN N 209	14W
12087	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	8:00AM	9:50AM	HAHN N 209	08R
12088	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	10:00AM	11:50AM	HAHN N 209	10R
12089	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	R	12:00PM	1:50PM	HAHN N 209	12R
20276	CHEM-1045	General Chemistry Lab	B	1	24	VK Long	F	12:00PM	1:50PM	HAHN N 209	12F
12090	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	T	6:00PM	7:50PM	HAHN N 201	18T
12091	CHEM-1046	General Chemistry Lab	B	1	24	VK Long	T	10:00AM	11:50AM	HAHN N 209	10T
12092	CHEM-1046	General Chemistry Lab	B	1	22	VK Long	R	10:00AM	11:50AM	HAHN N 202	10R
12093	CHEM-1046	General Chemistry Lab	B	1	24	VK Long	W	10:00AM	11:50AM	HAHN N 201	10W
12094	CHEM-1046	General Chemistry Lab	B	1	24	VK Long	M	10:00AM	11:50AM	HAHN N 202	10M
12095	CHEM-1046	General Chemistry Lab	B	1	24	VK Long	M	10:00AM	11:50AM	HAHN N 209	10M
12096	CHEM-1046	General Chemistry Lab	B	1	24	VK Long	T	2:00PM	3:50PM	HAHN N 201	14T
12097	CHEM-1046	General Chemistry Lab	B	1	24	VK Long	T	10:00AM	11:50AM	HAHN N 201	10T
12098	CHEM-1046	General Chemistry Lab	B	1	24	VK Long	T	10:00AM	11:50AM	HAHN N 202	10T
12099	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	F	12:00PM	1:50PM	HAHN N 202	12F
12100	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	W	6:00PM	7:50PM	HAHN N 201	18W
12101	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	W	6:00PM	7:50PM	HAHN N 202	18W
12102	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	W	6:00PM	7:50PM	HAHN N 209	18W
12103	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	T	6:00PM	7:50PM	HAHN N 202	18T
12104	CHEM-1046	General Chemistry Lab	B	1	22	VK Long	R	8:00AM	9:50AM	HAHN N 201	08R
12105	CHEM-1046	General Chemistry Lab	B	1	22	VK Long	R	10:00AM	11:50AM	HAHN N 201	10R
12106	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	F	10:00AM	11:50AM	HAHN N 201	10F
12107	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	W	4:00PM	5:50PM	HAHN N 201	16W
12108	CHEM-1046	General Chemistry Lab	B	1	0	VK Long	W	4:00PM	5:50PM	HAHN N 202	16W
