CRN	Course	Title	Type	Cr Hrs	Capacity	Instructor	Days	Begin	End	Location	Exam
19380	MATH-1226	Calculus of a Single Variable	L	4	48	RM Shifler	M W F	1:25PM	2:15PM	AA 7	CTE
				* Additional Times *			T	2:00PM	2:50PM	DURHM 261	
19381	MATH-1226	Calculus of a Single Variable	L	4	60	AK Grim-McNally	M W F	10:10AM	11:00AM	SURGE 117A	CTE
				* Additional Times *			R	9:30AM	10:20AM	SURGE 104C	
19382	MATH-1226	Calculus of a Single Variable	L	4	45	TJ McIntee	M W F	11:15AM	12:05PM	HOLD 110	CTE
				* Additional Times *			T	11:00AM	11:50AM	TORG 1040	
19384	MATH-1226	Calculus of a Single Variable	L	4	60	JT Slagel	M W F	12:20PM	1:10PM	DER 3081	CTE
				* Additional Times *			R	12:30PM	1:20PM	ENGEL 223	
20259	MATH-1226	Calculus of a Single Variable	L	4	30	TJ McIntee	M W F	1:25PM	2:15PM	MCB 216	CTE
				* Additional Times *			T	12:30PM	1:20PM	MCB 321	
20260	MATH-1226	Calculus of a Single Variable	L	4	35	DM Kim	M W F	10:10AM	11:00AM	MCB 210	CTE
				* Additional Times *			R	9:30AM	10:20AM	MCB 209	
15293	MATH-1525	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15294	MATH-1525	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15295	MATH-1526	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15296	MATH-1526	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15297	MATH-1526	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15298	MATH-1526	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15299	MATH-1526	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15300	MATH-1526	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
15301	MATH-1526	Calc With Matrices	L	3	140	DB Smith	(ARR)	----- (ARR) -----		EMPOR 100	EE
20114	MATH-1526	Calc With Matrices	ONLINE	3	30	DB Smith	(ARR)	----- (ARR) -----		TBA	EE
15302	MATH-1536	Geom & Math of Design	L	3	80	NP Robbins	(ARR)	----- (ARR) -----		EMPOR 100	EE
15303	MATH-1536	Geom & Math of Design	L	3	80	NP Robbins	(ARR)	----- (ARR) -----		EMPOR 100	EE
15304	MATH-1536	Geom & Math of Design	L	3	80	NP Robbins	(ARR)	----- (ARR) -----		EMPOR 100	EE
15305	MATH-1536	Geom & Math of Design	L	3	80	NP Robbins	(ARR)	----- (ARR) -----		EMPOR 100	EE
15306	MATH-1536	Geom & Math of Design	ONLINE	3	30	NP Robbins	(ARR)	----- (ARR) -----		TBA	EE
17407	PHIL-1504	Language and Logic	L	3	25	CG Parker	M W	1:25PM	2:15PM	TORG 3100	13M
				* Additional Times *			F	10:10AM	11:00AM	TORG 1080	
17408	PHIL-1504	Language and Logic	L	3	25	CG Parker	M W	1:25PM	2:15PM	TORG 3100	13M
				* Additional Times *			F	10:10AM	11:00AM	PAT 12	
17409	PHIL-1504	Language and Logic	L	3	25	CG Parker	M W	1:25PM	2:15PM	TORG 3100	13M
				* Additional Times *			F	12:20PM	1:10PM	TORG 1040	
17410	PHIL-1504	Language and Logic	L	3	25	CG Parker	M W	1:25PM	2:15PM	TORG 3100	13M
				* Additional Times *			F	12:20PM	1:10PM	GOODW 241	
17411	PHIL-1504	Language and Logic	L	3	25	CG Parker	M W	1:25PM	2:15PM	TORG 3100	13M
				* Additional Times *			F	11:15AM	12:05PM	MCB 202	
17412	PHIL-1504	Language and Logic	L	3	25	CG Parker	M W	1:25PM	2:15PM	TORG 3100	13M
				* Additional Times *			F	11:15AM	12:05PM	GOODW 241	
17437	PHIL-3505	Modern Logic & Dev	L	3	28	T Parent	T R	8:00AM	9:15AM	MCB 204	08T
18291	STAT-2004	Introductory Statistics	L	3	70	TA Metzger	M W F	10:10AM	11:00AM	SQUIR COLNL	10M
				* Additional Times *			M	4:00PM	4:50PM	DER 3083	
18292	STAT-2004	Introductory Statistics	L	3	70	TA Metzger	M W F	10:10AM	11:00AM	SQUIR COLNL	10M
				* Additional Times *			M	4:00PM	4:50PM	SEITZ 300	
18294	STAT-2004	Introductory Statistics	L	3	85	TA Metzger	M W F	10:10AM	11:00AM	SQUIR COLNL	10M
				* Additional Times *			W	4:00PM	4:50PM	SMYTH 146	
18295	STAT-2004	Introductory Statistics	L	3	60	TA Metzger	M W F	10:10AM	11:00AM	SQUIR COLNL	10M
				* Additional Times *			T	4:00PM	4:50PM	AA 7	
18299	STAT-3005	Statistical Methods	L	3	103	S Ranganathan	M W F	1:25PM	2:15PM	SMYTH 146	13M
18302	STAT-3604	Stat Social Sciences	L	3	130	J Robertson Evia	T R	3:30PM	4:45PM	SMYTH 146	15T
19354	STAT-3604	Stat Social Sciences	ONLINE	3	90	J Robertson Evia	(ARR)	----- (ARR) -----		TBA	00X
18303	STAT-3615	Biological Statistics	L	3	60	MJ Zhao	T R	2:00PM	3:15PM	AA 7	14T
18304	STAT-3615	Biological Statistics	L	3	60	MI El Khouly	M W	2:30PM	3:45PM	SEITZ 313	14M
18305	STAT-3615	Biological Statistics	L	3	66	Z Jin	T R	9:30AM	10:45AM	ROB 105	09T
18306	STAT-3615	Biological Statistics	L	3	60	M Tang	M W	2:30PM	3:45PM	SEITZ 300	14M
18307	STAT-3615	Biological Statistics	L	3	60	Z Gao	T R	2:00PM	3:15PM	SEITZ 313	14T
18308	STAT-3615	Biological Statistics	L	3	60	HT Tran	M W	5:30PM	6:45PM	SEITZ 313	17M
